Name,Age,Gender,Hours_Studied,IQ,Physics_Marks,Math_Marks,Chemistry_Marks,Has_Part_Time_Job,Study_Hours_Group
Jessica Frey,41,Male,3.2339061368477635,147,55,75,80,False,Low
Noah Rice,19,Female,7.826169743766872,148,89,61,44,False,High
Jason Burton,38,Female,8.83779818582232,89,78,48,83,False,High
Amanda Carroll,19,Male,5.53003598164891,131,97,48,46,False,High
Kristina Brock,41,Female,3.6137235310758307,145,80,59,71,True,Low
Thomas Smith,19,Female,9.859941761892754,133,99,54,47,False,High
Anna Weaver,25,Male,3.4255433502987644,127,50,59,68,False,Low
Matthew Miller,35,Male,4.3660122291143235,104,75,55,53,False,Low
Lori Frey,25,Male,2.245445190003981,141,64,64,58,False,Low
Mr. Larry Rodriguez DVM,39,Male,8.874329612324882,108,50,44,85,False,High
Brandi Oneill,30,Female,1.6291475716342756,86,50,81,64,True,Low
Ronald Waters,37,Male,7.9726820925884585,148,43,71,52,False,High
Beverly Shepherd,31,Male,7.738157440193948,144,87,70,100,False,High
George Barnes,19,Female,4.279151556860404,150,55,95,46,True,Low
Jeffrey French,34,Male,4.08679639865899,135,75,65,64,True,Low
Alex Gregory,31,Female,6.485619144457374,133,84,92,78,True,High
Tony Ford,28,Female,4.662312142519081,81,42,44,97,True,Low
Brandy Jackson,28,Male,6.013402395489046,82,89,98,76,True,High
Elizabeth Fernandez,37,Male,9.154235724067808,149,57,62,62,True,High
Jacob Ballard,37,Female,9.37671082068598,80,49,43,68,False,High
Angela Weaver,42,Male,5.257634279285684,94,79,42,63,True,High
Cynthia Zimmerman,20,Female,2.6738510683940766,118,71,68,40,True,Low
Jacob Sharp,45,Male,3.8968470635277286,150,51,66,97,True,Low
Mark Miller,20,Male,3.826947007273584,120,80,78,62,True,Low
Mr. Blake Williams,18,Female,4.023165650482499,113,66,96,57,False,Low
Candice Walsh,18,Female,4.823208878397133,123,86,44,74,False,Low
Harry Brown,29,Male,4.1328727767117694,122,71,49,64,False,Low
Kelli Riddle,36,Female,5.636745247127481,126,89,46,53,False,High
Jennifer Gardner,21,Male,5.776503600123829,83,99,98,44,False,High
Donald Burke,19,Male,8.656316564480809,86,59,97,93,False,High
Russell Jennings,42,Male,7.094509771671135,135,60,45,43,False,High
Jeremy Johnson,28,Male,2.720757465329906,125,57,64,80,True,Low
Erik Wong,30,Male,5.7326630622143595,143,43,73,86,True,High
Denise Meyers,23,Male,6.606737987355935,118,100,97,82,False,High
Christopher Marsh,20,Male,8.295803917064344,140,49,97,47,True,High
Christopher Pearson,39,Female,2.79125239366014,113,75,72,78,False,Low
David Sanders,39,Female,2.0660955870166253,120,88,44,64,True,Low
David Weiss,30,Male,6.46796314806439,81,51,79,72,True,High
Penny Mayer,26,Female,7.257554225646218,101,93,46,52,True,High
Heather Rogers,37,Female,2.9839815159696426,139,82,70,57,True,Low
Ryan Wells,18,Female,5.867354210880089,86,95,62,51,True,High
Cathy Warner,36,Male,8.099359276661017,87,40,77,60,False,High
James Crane,18,Female,5.384531565924903,136,84,99,74,True,High
Christopher Nguyen,40,Female,8.732634977489942,126,63,48,80,True,High
Stephanie Galvan,19,Female,4.2757108836894115,147,49,58,84,True,Low
Andrea Nelson,26,Male,5.724711978934254,103,95,42,86,True,High
Alyssa Taylor,25,Female,9.609673902650565,143,80,76,40,False,High
Susan Shaw,40,Male,2.7017451949351794,128,44,46,67,True,Low
Derrick Caldwell,25,Male,8.398912833793872,86,71,81,49,False,High
Tiffany Santiago,27,Male,1.0546272055236738,116,77,89,88,True,Low
Taylor Vasquez,18,Male,6.0438976806453235,139,100,86,48,False,High
Amy Haley,40,Female,7.230496822081131,87,86,49,41,False,High
Kelly Cruz,44,Male,7.344383541486742,134,82,99,50,False,High
Matthew Giles,23,Female,3.6161989318639614,117,59,77,69,True,Low
Michael Scott,42,Male,3.8182763651415197,86,95,72,57,True,Low
Melissa Marshall,27,Male,1.746264742056852,107,96,76,54,True,Low
Kevin Baker,35,Male,1.7432427079292179,117,73,42,78,True,Low
Yolanda Johnson,19,Male,4.320574842931556,87,82,64,40,True,Low
Marie Williams,23,Male,6.972650194708127,109,78,87,69,False,High
Patricia Freeman,34,Female,2.336551752956691,84,76,85,54,False,Low
Cory Gill,23,Female,3.985905563211824,130,77,69,44,False,Low
Dr. Patrick Cole DVM,33,Female,9.101910978834429,107,46,77,97,False,High
Deborah Medina,28,Male,5.366232852763195,88,60,72,59,False,High
Charles Mcknight,42,Male,2.8029176545634846,110,71,94,48,True,Low
Cynthia Swanson,35,Male,9.380633057890979,93,62,48,98,False,High
Sonya Wallace,36,Male,5.408406430313821,100,89,82,59,False,High
Teresa Williams,41,Female,3.3063425061581673,137,50,58,74,False,Low
Paul Jenkins,45,Female,8.528106475355312,134,90,70,62,False,High
Anthony Franco,31,Female,5.657527128861448,133,59,95,98,False,High
Steven Wilson,21,Female,1.8870511107815555,80,40,75,67,False,Low
Michael Lee,23,Male,8.210164021675652,137,83,67,45,False,High
Chase Shelton,25,Female,7.658454700760306,112,49,66,42,True,High
Angela Rogers,33,Male,4.93307093264448,113,82,48,79,False,Low
David Ryan,34,Male,5.4347318701506975,91,93,50,41,False,High
Diana Bailey,38,Male,7.708812720799253,117,98,70,89,False,High
John Edwards,45,Male,1.8026941544362638,88,91,89,72,False,Low
Alexis Santos,23,Female,2.8197827115251988,110,77,77,51,False,Low
Brendan Vega,44,Male,9.781477964053016,96,74,43,100,False,High
Amanda Bonilla,18,Male,9.121528046808303,99,58,84,93,True,High
Bonnie Bell,34,Male,8.939471387261632,111,89,65,74,False,High
Bryan Knight,32,Male,3.133402493994054,120,91,47,61,False,Low
David Murphy,21,Female,6.843769204436082,107,50,73,63,True,High
Jennifer Figueroa,20,Male,9.909273495582363,150,66,96,72,False,High
Renee Hart,39,Female,1.4083189046135276,89,71,77,78,False,Low
Robert Ball,44,Male,4.799823224336784,107,79,99,71,False,Low
Hannah Norton,36,Female,9.684202715605384,124,81,74,74,True,High
Scott Wright,22,Male,9.137130546557948,99,82,44,64,True,High
Jonathan Scott,34,Male,4.00701518195765,136,91,76,87,True,Low
Yvonne Johnson,30,Female,5.161314289939075,137,44,84,74,True,High
Edward Black,26,Female,1.7502514597213898,94,96,66,87,True,Low
Stephen Duffy,19,Female,6.505300496339072,140,46,44,40,False,High
Michael Mayer,27,Male,2.642202761298545,121,46,69,62,True,Low
Patty Miller,30,Male,3.079375838229386,96,76,44,93,False,Low
Aaron Sanford,32,Female,6.1877680434580595,91,62,93,92,False,High
Carol Bolton DDS,44,Female,4.719144675636105,124,100,100,91,False,Low
Jake Mcdonald,30,Female,9.416550697120899,143,90,48,51,True,High
Christina Walton,20,Male,8.165931495907161,84,77,67,58,True,High
John Lambert,24,Female,2.4703977946033713,92,50,77,89,False,Low
Shelley Spears,21,Male,7.551000715827398,90,81,65,56,True,High
Michael Reilly,35,Female,8.942307310182006,111,79,97,65,False,High
Wayne Davis,32,Male,7.832779218963502,91,52,80,69,True,High
Marvin Mueller,18,Male,9.402714818568622,99,95,81,74,True,High
William Gibson,35,Male,5.981547960454038,109,56,51,84,False,High
Kathy Turner,28,Female,5.301669533841132,125,54,63,71,False,High
Amanda Hobbs,34,Male,5.971171890410037,109,86,94,100,True,High
Steven Myers,27,Male,6.638002145140308,80,82,42,75,True,High
Joshua Barr,45,Male,3.5342757897571078,127,87,48,91,True,Low
Ashley Mckay,28,Female,4.9612451259567045,116,56,52,42,False,Low
Matthew Frederick,28,Male,9.710729293670333,97,88,70,73,True,High
Brandon Evans,39,Female,9.114541033680334,116,58,58,77,False,High
Amy White,28,Female,5.47091771077622,81,79,73,80,False,High
Tara Bailey,32,Female,6.585897194044129,138,65,81,70,True,High
Kevin Kelly,37,Male,7.614855033044202,142,47,77,96,True,High
Anthony Robinson,42,Male,2.7095538639136367,115,57,94,82,False,Low
Noah Collins,36,Female,9.464398180804059,81,80,76,97,False,High
Todd Ochoa,38,Male,5.1745856794669365,140,45,70,67,False,High
Justin Gill,30,Male,2.248087642553899,126,81,42,92,True,Low
Joseph Shaw,22,Female,9.602579932140594,94,47,88,65,True,High
Amber Wallace,40,Female,7.330948480600676,134,46,94,75,True,High
Diana Hughes,32,Female,6.16341610641411,95,58,48,48,False,High
Sarah Smith,38,Female,3.81731039238253,124,60,87,58,True,Low
Lee Andrews,24,Male,9.462617477517805,91,83,52,44,False,High
Edgar Gibson,29,Female,5.050028974574989,95,92,89,83,False,High
Julie Hill,21,Male,3.554857016508142,92,88,82,60,True,Low
Brandi Daniels,19,Male,2.2200417645801354,117,60,64,69,True,Low
Samuel Jackson,19,Male,9.976440190038105,90,94,40,60,True,High
Russell Keith,30,Male,4.341063887086513,136,82,71,59,True,Low
Melanie Mendoza,19,Female,2.2414565444310357,148,86,49,68,False,Low
Brianna Guerra,41,Female,1.767868788389206,107,46,72,80,True,Low
Amy Matthews,31,Male,1.0824675170721854,100,85,71,91,False,Low
Daniel Cooke,31,Male,7.684953649200557,106,97,78,73,True,High
Antonio Suarez,19,Female,3.7488272640653006,129,80,46,67,False,Low
Johnny Saunders,44,Female,6.25925920330812,143,77,75,80,False,High
Brooke Ray,38,Male,9.961475317318218,136,45,52,86,True,High
Hunter Munoz,33,Female,3.234408459966051,138,78,45,84,True,Low
Ryan Hall DDS,35,Male,8.256709573379993,126,81,40,64,True,High
Melanie Lopez,20,Female,3.7646021271743786,103,51,82,56,False,Low
Elizabeth Gonzalez,38,Male,9.804743756706376,82,64,59,57,False,High
David Owen,37,Male,7.286947758954301,137,63,44,96,True,High
Patrick Parker,23,Male,5.97479168089234,109,98,85,72,False,High
Tanya Hernandez,18,Male,1.4116017106380838,87,56,93,92,False,Low
Mrs. Amber Harrell,26,Female,4.366472263051294,103,84,96,96,True,Low
Alexandra Moss,38,Female,1.217889270032766,103,62,61,98,False,Low
Andrew Green,32,Male,3.952399450543561,83,73,76,65,True,Low
Judy Williams,36,Female,3.1570158793360514,146,67,56,69,False,Low
Amber Williams,43,Male,2.869127710453982,137,55,46,80,True,Low
Rachel Warren,44,Male,5.665695451200609,126,92,41,57,False,High
Mary Dean,38,Male,8.661061384615746,128,90,98,81,False,High
Jonathon Graves,27,Male,5.135788973398427,121,86,44,99,True,High
Michael Williams,41,Male,6.517156197407742,108,63,88,91,True,High
Angela Young,35,Female,5.26163974183152,83,96,43,54,False,High
Nicole Horn,30,Male,7.842571243586486,100,83,91,81,False,High
Tracy Torres,44,Male,1.8565033844729115,97,66,78,69,False,Low
Nicholas Sims,33,Female,8.896966937447775,92,51,94,85,True,High
Dylan Meyers,39,Male,1.7848772104535242,104,77,92,48,True,Low
Carlos Matthews,28,Male,1.930643878351068,92,77,75,66,False,Low
Jacob Williams,25,Female,3.399179126302141,142,67,65,43,False,Low
Monique Jordan,44,Female,9.662708837988694,148,50,65,47,True,High
Maria Levy,23,Male,3.4127834060430846,143,41,69,97,False,Low
James Jones,40,Female,8.293959215194768,142,71,81,86,False,High
Melody Sanders,45,Male,9.39165992122129,146,81,57,43,True,High
Daniel Gordon,20,Male,5.688040490337288,122,81,100,84,True,High
Larry Wilson,41,Female,6.6158201530054725,134,91,88,63,True,High
Brianna Steele,45,Male,4.704780712540929,117,93,91,68,True,Low
Glenn Galloway,20,Male,1.002452230144422,141,81,70,93,False,Low
Katherine Tran,19,Male,5.873948693096356,128,57,61,99,False,High
Sarah Murphy,19,Female,3.1959184863680177,102,60,44,90,True,Low
Gabriella Hernandez,26,Female,2.4355893135481272,83,40,83,79,False,Low
Daniel Haney,41,Male,1.852667851549604,90,44,57,68,False,Low
John Jackson,34,Male,5.1045458668145915,108,75,85,41,True,High
Theresa Thompson,40,Female,4.154424357610584,136,82,59,49,True,Low
Wanda Thompson,18,Male,2.242826906131531,93,42,91,52,False,Low
David Richards,27,Female,7.746419608129196,100,53,100,77,True,High
Douglas Jones,23,Female,8.040581777436575,115,76,63,82,False,High
Christopher Tanner,45,Female,5.749591644174131,92,99,85,61,True,High
David Buckley,29,Male,1.664267366156504,91,67,78,94,True,Low
Larry Kim,44,Male,5.666579365214044,91,86,41,63,False,High
Robert Strickland,19,Male,5.940682166317266,147,58,90,76,False,High
Brooke Miller,43,Female,8.827019678601836,115,96,49,85,True,High
Dominique Mitchell,38,Male,6.130019834701823,104,88,58,47,True,High
Jason Knox,22,Male,9.112068244821671,94,100,77,53,False,High
Kyle Wallace,32,Male,8.50853809177119,87,62,62,61,True,High
Micheal Thomas,27,Female,2.239660914782133,127,60,85,94,True,Low
Shawn Novak,44,Female,1.2452331414922921,81,41,42,85,True,Low
David Hahn,23,Female,7.506594929648537,130,69,45,64,False,High
Ricky Allen,28,Female,1.9718208788652931,146,82,72,62,True,Low
Robert Mitchell,27,Female,3.473366294178252,142,83,44,92,True,Low
Victoria Hernandez,34,Female,3.000240487903649,147,54,63,40,False,Low
Steven Thompson,27,Female,9.785323187577914,106,81,77,54,False,High
Richard Hoffman,32,Female,7.470407188118067,123,97,97,54,False,High
Jasmine Cannon,24,Male,5.258616036574393,99,56,93,41,False,High
Richard Price,28,Male,2.5725075885849416,140,61,70,66,False,Low
Andrew Marshall,22,Male,2.01626021330477,138,100,45,98,True,Low
Taylor Olson,24,Female,4.18603345010839,81,56,47,83,True,Low
Todd Alvarez,25,Female,3.2100369094672074,82,83,72,65,False,Low
Donna Green,40,Female,9.265169402593399,124,97,84,82,False,High
Morgan Johnson,29,Male,8.920096668643872,149,81,69,98,True,High
Denise Franklin,22,Female,4.015430582778004,86,69,47,86,True,Low
Thomas Bell,39,Female,9.110470625915399,110,81,47,85,True,High
Billy Glenn,29,Female,2.03898044921036,113,40,93,90,False,Low
Mark Foster,18,Female,8.364585912596784,147,93,51,95,True,High
Charles Graham,19,Female,9.310131914790741,93,43,47,70,True,High
William Butler,20,Female,1.9124832594845989,99,91,69,63,True,Low
Dakota Suarez,32,Female,4.56120985768457,87,62,56,59,True,Low
Chad Rice,29,Male,4.54844080309557,107,89,93,48,False,Low
Jonathan Hendrix III,23,Female,7.809369207752738,83,53,85,51,False,High
Melanie Fuller,25,Male,5.445152639707281,94,81,57,86,False,High
Sarah Chung,37,Male,7.148539575217632,132,43,62,41,False,High
Cynthia Powell,39,Male,9.290970913622568,133,63,48,68,False,High
Matthew Powers,40,Male,3.874989226228087,95,54,88,70,True,Low
Henry Nelson,29,Male,9.564712474828262,110,92,59,55,True,High
Felicia Jones,19,Female,4.822913441281354,113,49,100,96,False,Low
Gary Arias,21,Male,3.6934270813376395,120,71,46,40,True,Low
Samuel Mcdonald,23,Female,2.881448481497226,89,69,93,98,True,Low
Scott Little,35,Male,4.485129174072775,115,50,74,40,False,Low
Jeremy Roberson,19,Female,6.8057657489434025,110,69,68,82,True,High
Jennifer Thompson,22,Male,3.038216807844896,121,53,78,83,False,Low
Scott Munoz,42,Male,4.404510583632371,90,51,84,93,True,Low
Angela Mitchell,27,Female,2.360139917293978,90,58,73,76,True,Low
Kristin Jones,28,Male,1.9719115807859944,144,92,40,63,False,Low
Rebecca Henderson,19,Male,6.57365483772595,102,90,96,67,False,High
Jody Phillips,42,Male,6.873384012700672,137,82,56,80,False,High
Chad Young,32,Female,6.794903041045025,90,87,76,45,True,High
Robert Schwartz,41,Female,6.225565006612672,110,50,78,65,False,High
Jason Shaw,27,Male,4.8786611697998925,145,85,77,65,True,Low
Candice Hopkins,26,Female,1.3975694056414292,99,67,89,48,False,Low
Christopher Forbes,40,Male,6.601129871106767,125,84,45,68,True,High
John Hernandez,39,Male,5.315533361243317,93,78,63,75,False,High
Jonathan Pham,28,Female,6.739153952243494,146,69,88,49,False,High
Ashley Walker DDS,45,Male,6.709674988235198,95,87,84,42,False,High
Wayne Shields,31,Female,3.644472050173745,103,55,95,83,True,Low
Marissa Conley,22,Male,5.795769491403353,116,97,49,88,False,High
Jennifer Daniels,38,Female,7.303173290214748,93,47,93,47,False,High
Amber Hunt,42,Male,8.276652640693566,146,92,53,43,True,High
Samantha Welch,29,Female,7.0168060678342465,115,92,47,65,True,High
Dr. Cristina Vance DVM,28,Female,2.2714306839452036,90,46,71,94,False,Low
Brenda Matthews,21,Female,8.587626458427795,144,80,59,99,False,High
Robyn Cole,36,Female,9.737921762198985,126,78,91,69,False,High
Jeffrey Hopkins,35,Male,4.746270972593198,148,45,83,91,False,Low
Parker Young,35,Female,9.859726098573676,93,69,65,86,False,High
Lori Stewart,35,Female,9.3854484433524,94,92,74,48,True,High
Andrew Porter,34,Male,2.9313308486444565,87,42,84,82,True,Low
Stephen Jones,25,Male,3.904050525565087,101,99,87,53,True,Low
Justin Garcia,24,Female,7.890292278323229,80,46,78,82,True,High
Emily Palmer,18,Female,2.9216576585610134,94,79,75,97,False,Low
Dr. Timothy Bradshaw,28,Male,3.3046256246150056,145,62,43,61,False,Low
Timothy Wright,32,Female,4.85754602730107,139,86,66,84,False,Low
Daniel Gordon,39,Male,2.236988716870841,141,67,61,48,False,Low
Melissa Martinez MD,31,Female,1.6840936685174759,116,75,86,93,True,Low
Sharon Carter,40,Male,3.54683581207565,86,43,50,47,False,Low
James Newton,29,Male,9.729558322201722,110,43,72,76,False,High
John Dodson,32,Male,6.987516616366653,80,88,86,78,False,High
Miranda Nunez,35,Male,9.83022285490789,146,85,70,54,False,High
Joseph Delgado,18,Female,1.9008891744759895,111,46,50,70,False,Low
Alan Gardner,18,Male,8.565256307716693,85,77,61,56,True,High
Joshua Gonzalez,34,Female,9.879886022037336,144,89,88,73,True,High
Autumn Rubio,34,Male,7.568535999252633,102,72,62,47,False,High
Justin Castaneda,24,Female,6.830401064689059,143,52,69,75,False,High
Courtney Torres,27,Female,6.1983146194872765,142,88,70,94,True,High
Juan Smith,36,Female,3.0165323428096156,97,99,98,65,True,Low
Gary Henry,21,Male,3.2001074964574596,85,67,95,100,True,Low
Wayne Robinson,31,Male,8.199956462635964,141,87,75,84,False,High
Holly Gilbert,34,Male,3.7616758520685654,119,60,50,63,False,Low
Judy Pham,18,Female,7.245983390272002,90,52,76,53,True,High
John Rodriguez,42,Male,1.0134921398078054,87,66,42,99,True,Low
Elizabeth Bender,35,Male,9.695306319007338,139,94,92,41,True,High
Natasha Mcdaniel,18,Female,1.8800177714937294,102,48,46,41,False,Low
Matthew Perez,43,Female,2.1060893958566,84,86,88,89,False,Low
Cameron Jones,43,Female,2.4742196873066646,125,40,89,46,False,Low
Michelle Williams,45,Female,7.899791066836453,118,79,85,84,False,High
Haley Elliott,32,Female,9.048984677647818,107,70,87,89,True,High
Mark Morris,38,Male,3.1638071133290695,112,69,99,60,False,Low
Ann Edwards,37,Female,4.292580377315092,97,99,70,59,True,Low
Edward Chen,23,Female,8.2915965064382,135,92,56,91,False,High
Bryan Sanchez,36,Female,3.5066746864339136,91,48,43,63,True,Low
Kelly Watson,23,Female,3.4134455722971593,121,76,56,59,True,Low
Adam Roberts,24,Female,2.0856211050509765,88,56,48,62,True,Low
Melanie Rivera,32,Male,7.823674206859443,89,45,81,91,False,High
Michael Smith,34,Male,3.761998953178616,82,94,53,76,True,Low
Ashley Baker,37,Male,7.6371159936609985,138,56,72,49,False,High
John Anderson,35,Male,7.5987958717109105,122,41,93,82,True,High
Peggy Herrera,27,Female,9.651817284361353,87,89,53,79,False,High
Joanna Jacobs,41,Male,2.7281954419424754,130,58,50,55,True,Low
Allen Patterson,31,Female,1.2231042978604973,87,68,70,72,False,Low
James Martinez,30,Female,1.9037457718148534,96,46,63,68,False,Low
Kimberly Clark,38,Male,5.649424591140072,112,44,100,86,True,High
Christopher Wilson,26,Male,3.2307088787776745,99,55,99,76,True,Low
Hector Smith,36,Female,3.480089818911842,92,69,87,91,False,Low
Eric James,30,Female,1.6505276131947588,122,80,96,85,True,Low
John Lyons,25,Male,5.9975249121880685,88,63,47,79,False,High
Nancy Riley,33,Male,8.847639496425916,111,72,88,40,False,High
Madeline Gray,19,Female,1.5518242595225815,118,72,90,81,False,Low
Meghan Hobbs,43,Male,5.839910538998517,141,45,97,90,True,High
Brooke Gray,35,Female,9.311953130083465,149,43,57,100,True,High
Jennifer King,42,Male,6.887023573974497,106,62,82,65,False,High
Amanda Reid,44,Female,5.764570521204932,116,45,94,57,False,High
Manuel Tate,29,Female,1.1178774985050768,124,74,56,64,True,Low
David Ross,40,Male,8.32644706074085,120,94,78,76,True,High
Andrew Lopez Jr.,18,Male,3.8243503966521657,108,57,88,45,False,Low
Kyle Arnold,25,Female,3.151696280947826,101,60,76,54,False,Low
Miss Alison Andersen,21,Male,8.240135684559837,86,77,80,83,False,High
Diana Gonzales,27,Male,5.200772055703202,141,60,40,53,False,High
Heidi Blackburn,28,Male,9.791602604817982,115,44,56,54,True,High
Suzanne Cooper,27,Male,7.241894064690905,126,90,96,92,True,High
Briana Holmes,25,Female,2.662173840298511,127,93,46,46,True,Low
Danielle Robbins,25,Male,8.03460247331288,112,70,44,69,True,High
Stephen Bender,39,Female,4.047669057288077,122,72,92,48,False,Low
Michael Boyer,26,Female,5.63187437137116,109,42,79,94,True,High
Charles Rice,43,Male,7.578619875727516,130,60,63,65,True,High
Paul Jones,27,Female,4.876337442032823,89,90,62,62,True,Low
Christopher Blankenship,20,Male,8.497556559197687,123,47,96,57,False,High
Charles Robinson,31,Male,1.9267392783933077,115,45,58,54,False,Low
Karen Gonzalez,22,Female,5.392695973584903,102,51,50,77,True,High
Julie Doyle,30,Female,8.350197006190797,98,48,50,53,False,High
George Douglas,22,Male,5.579598403397685,150,90,75,68,False,High
Barbara Lane,30,Male,9.159969424948992,99,92,43,47,True,High
Kristin Powell,25,Male,1.993515781821083,87,71,42,90,True,Low
Barbara Murphy,19,Female,4.941098469900615,113,43,64,78,True,Low
Dale Myers,31,Female,8.655718850198939,90,82,46,63,True,High
Kimberly Hogan,38,Male,3.6110891248467905,93,90,71,73,False,Low
Randy Williamson,35,Male,2.6267933527521397,122,71,91,77,True,Low
Michelle Sanchez,34,Female,1.9244028908479427,90,54,48,48,True,Low
Cindy Shepherd,41,Female,8.420085360665826,126,97,41,91,True,High
Jennifer Arnold,41,Female,6.7247174770439475,123,89,69,43,False,High
Matthew Barrera,21,Female,8.945388836928263,121,87,47,70,False,High
Anthony Estrada,30,Female,7.933803718241032,129,41,57,78,True,High
Rhonda Davis,25,Male,2.808099724621017,103,73,45,63,False,Low
John Robinson,30,Female,5.125547469779088,134,69,65,50,True,High
Melissa White,32,Male,7.782465494302913,103,42,74,86,False,High
Brenda Moore,29,Female,7.8281227153115305,100,47,93,49,True,High
Austin Watson,28,Male,5.4051135368875,92,96,85,68,True,High
Theresa Moore,24,Male,8.452106115318028,125,67,78,55,True,High
Renee Nash,26,Male,7.295722357031259,107,100,79,87,True,High
Anna Levy,21,Female,1.8330872552356694,99,84,50,89,False,Low
Emily Davies,45,Female,5.14167291071192,91,100,40,73,False,High
Bonnie Dunn,38,Male,4.899275412976701,113,93,87,42,False,Low
Darius Scott,42,Male,6.424700941197843,142,78,90,77,False,High
Mr. Jeffrey Henderson,44,Male,2.2303696552223653,125,69,44,44,False,Low
Kimberly Perez,26,Female,6.010258011803683,101,70,83,53,True,High
Robert Burns,18,Male,9.597872444926724,141,40,57,97,True,High
Katherine Brown,27,Female,4.128865785547752,110,73,100,42,True,Low
Sheri Hansen,31,Male,5.762903497800722,101,89,63,99,False,High
Larry Lopez,38,Female,6.223852541380474,80,61,72,41,False,High
David Cobb,28,Female,3.091639742350292,140,49,83,78,True,Low
Charles Hall,43,Female,1.3917576056021925,95,65,94,86,False,Low
Michael Compton MD,30,Female,9.64411609286791,91,100,53,56,True,High
Ernest Woods,25,Male,4.869290707060933,127,72,59,71,False,Low
Christopher Harris,21,Female,1.7752409382747867,118,52,43,60,True,Low
Brittany Russell,44,Male,6.296917301663849,104,63,57,73,True,High
Ashley Baker,38,Female,1.8788887819265092,142,65,96,76,False,Low
Dennis Dyer,38,Female,3.352113137771558,121,75,75,66,True,Low
Jeffrey Walsh,29,Male,4.894102370041126,135,97,54,95,False,Low
John Bell,34,Male,5.829433851314439,108,93,52,71,False,High
Heather Fox,34,Female,8.253056811979636,106,47,94,47,False,High
Kevin Anderson,25,Male,5.510886620303218,102,61,58,79,True,High
Sean Smith,24,Male,7.662522621713835,107,51,51,76,True,High
Lisa Fernandez,25,Male,7.894885460681331,119,47,46,97,True,High
Jeremy Baldwin,23,Female,7.490077378480733,131,95,79,40,False,High
Allen Riley,30,Female,4.721504328197978,141,53,49,88,True,Low
Marisa Mclean DDS,21,Female,3.809659458622019,85,69,68,49,False,Low
Mark Martin,40,Male,6.396717966638985,102,74,79,48,False,High
Ellen Ward,42,Female,2.716992865898353,99,99,60,76,True,Low
Austin Fritz,22,Female,8.338832665188315,132,46,81,48,True,High
Kevin Williams,35,Male,7.487254547503799,131,53,81,75,True,High
Kelly Blair,37,Male,2.5404969680006344,142,69,82,63,False,Low
Amanda Simmons,21,Male,9.76263556316028,141,74,57,82,True,High
Richard Morrow,22,Male,8.829989849624347,111,59,62,90,True,High
Michael Brown,43,Female,6.379491265355554,108,67,56,96,True,High
Jamie Copeland,34,Male,1.9518657494068454,90,51,46,100,True,Low
Kathy Fletcher,41,Male,7.307710922467689,111,69,62,66,False,High
Ashley Lee,41,Male,1.4017401119213133,139,85,47,72,True,Low
Casey Moore,21,Female,7.884060863896416,144,96,78,69,False,High
Holly Fitzgerald,25,Female,7.898278327136943,84,77,67,95,True,High
Scott Brooks,39,Male,3.6744337065305963,97,72,90,94,False,Low
Phillip Stanley,37,Female,4.889220445320896,130,93,46,75,False,Low
Carrie Collins,33,Female,4.2183235357715905,98,86,82,73,False,Low
Francisco Fields,39,Male,6.258556070853681,85,85,84,89,False,High
Erik Rosales,43,Female,3.773388744082245,148,68,69,46,False,Low
Dawn Barrett,31,Female,3.4592330852870345,117,98,79,51,True,Low
Robert Ward,20,Female,6.224418291670634,139,44,49,43,True,High
Tyler Clark,30,Female,1.4028166494641452,127,61,57,56,True,Low
Daniel Zamora,27,Male,7.148329912542939,123,46,63,67,False,High
Steven Hopkins,43,Female,5.222621381830971,117,66,52,68,True,High
Rebecca Jimenez,37,Female,5.440536062352545,113,95,77,80,False,High
Nicole Jones,23,Male,7.160542063221302,99,96,74,58,False,High
Denise Reed,34,Male,2.4061767681393444,131,79,68,93,True,Low
Stephen Moore,44,Male,2.320871682203986,84,66,45,56,False,Low
Bryan Hicks,39,Female,4.805233318858979,143,57,86,75,False,Low
Carlos Bates,32,Male,6.810288867896415,99,69,93,44,True,High
Aaron Martin,43,Male,6.846526303350031,146,96,65,66,False,High
Jonathan Cortez,30,Male,1.4098530104382228,125,93,89,85,False,Low
Dana Reynolds,22,Female,3.7613459300639756,112,50,70,49,True,Low
Tyler Peterson,30,Female,4.1555980249970075,119,54,41,42,True,Low
Matthew Sullivan,42,Female,8.968563394347049,98,47,65,56,True,High
Joshua Hodges,18,Male,6.280330155406365,82,55,95,40,True,High
Elizabeth Wolf,34,Male,7.6947867237902905,98,57,65,63,False,High
Jennifer Wright,20,Female,7.84279617182642,118,94,84,97,False,High
Rita Mitchell,22,Female,9.194888910460804,147,78,47,72,False,High
Jonathan Brown,41,Male,5.078540587343796,119,53,57,72,True,High
Jessica Knox,45,Female,1.1421641057693466,150,88,63,86,True,Low
Larry Kim,39,Male,1.5907906446888898,116,94,45,66,True,Low
Lauren Lee,36,Female,7.903837880369034,116,84,48,91,True,High
Frank Kaiser,40,Male,2.9076788231433386,121,66,81,68,False,Low
Shirley Gonzalez,36,Female,5.581769773815677,127,46,85,76,False,High
Eileen Bailey,18,Female,4.950100804641387,109,49,85,91,False,Low
Sarah Mathews,28,Male,2.127924668604829,126,88,92,91,False,Low
Kimberly Taylor,36,Female,7.304310094900184,100,68,72,44,True,High
Miranda Elliott,41,Male,2.0606472862158807,133,71,54,45,False,Low
